weather,temperature,pollution,Facilities
4.0,6.0,52.0,20527560
,,,7824825
4.0,6.0,52.0,485936780
,,,29958435
,,,9545913
,,,2448832
,,,62898147
4.0,6.0,52.0,94626490
,,,1992996
,,,220863
,,,1332814
,,,128650
,,,1124816
,,,321708
,,,1037168
,,,1051776
4.0,6.0,52.0,116439040
,,,1601568
,,,673130
,,,498000
,,,446872
,,,25113144
,,,204512
,,,235222
,,,60006925
4.0,6.0,52.0,612955
4.0,6.0,52.0,485679298
,,,147657
4.0,6.0,52.0,1874207313
,,,718448
,,,909846
,,,51460
,,,164340
,,,969108
,,,241945
,,,101592
,,,29880
,,,178284
,,,2988
,,,221112
,,,2119820
,,,182434
,,,1111536
4.0,6.0,52.0,158116992
,,,12710869
,,,93375
,,,6761844
,,,55776
,,,1381120
,,,168005695
4.0,6.0,52.0,443373384
,,,8269290
,,,121180
,,,6875388
4.0,6.0,52.0,143204465
,,,1042480
4.0,6.0,52.0,46643607
,,,14442
,,,575190
,,,974752
,,,1015256
,,,16940964
,,,27155940
,,,18816930
,,,10780870
4.0,6.0,52.0,484225735
,,,38254617
,,,11748816
,,,2372306
,,,60747783
,,,93199960
,,,3155577
,,,220863
,,,1332814
,,,450275
,,,613536
,,,643416
,,,648230
,,,1007952
4.0,6.0,52.0,113528064
,,,1301274
,,,605817
,,,622500
,,,726167
,,,33633675
,,,102256
,,,126658
,,,55047675
,,,262695
,,,484242377
,,,344533
,,,229080
,,,2001158967
,,,538836
,,,606564
,,,12865
,,,427284
,,,2422770
,,,338723
,,,152388
,,,29880
,,,356568
,,,73704
,,,423964
,,,273651
,,,555768
,,,131328576
,,,14772091
,,,62250
4.0,6.0,52.0,10518424
,,,250992
,,,1699840
,,,166830830
4.0,6.0,52.0,402376530
,,,8085528
,,,121180
,,,6620744
,,,124754810
,,,729736
,,,44503992
,,,493020
,,,1583972
,,,634535
,,,14156148
,,,24297420
,,,18816930
,,,10954755
,,,499625140
,,,33645627
,,,12727884
,,,2295780
,,,63973329
4.0,6.0,52.0,92248940
,,,2159079
,,,147242
,,,1142412
,,,192975
,,,1022560
,,,804270
,,,907522
,,,613536
,,,112072576
,,,1401372
,,,336565
,,,249000
,,,614449
4.0,6.0,52.0,36324369
,,,153384
,,,75198
,,,235222
,,,54055825
,,,1138345
,,,409522485
,,,98438
,,,171810
4.0,6.0,52.0,1794027321
,,,52788
,,,493933
4.0,6.0,52.0,1364769
,,,25730
,,,328680
,,,969108
,,,387112
,,,101592
,,,59760
,,,1907838
,,,1389420
,,,137862336
,,,7557814
,,,31125
,,,11457569
,,,83664
,,,1274880
,,,163306235
,,,458557404
,,,6431670
,,,151475
,,,8148608
,,,114212150
,,,1563720
,,,45787761
,,,1396890
,,,974752
,,,1395977
,,,15780624
,,,35016870
,,,28510500
,,,9911445
,,,509891410
,,,38254617
,,,8322078
,,,1377468
,,,51071145
,,,111744850
,,,2325162
,,,147242
,,,1618417
,,,321625
,,,511280
,,,482562
,,,842699
,,,788832
,,,101156416
,,,1101078
,,,269252
,,,332000
,,,558590
,,,36772818
,,,51128
,,,37599
,,,307598
,,,59015075
,,,525390
,,,398027117
,,,98438
,,,114540
,,,1650371502
,,,17596
,,,808254
,,,758205
,,,25730
,,,230076
,,,3553396
,,,145167
,,,101592
,,,29880
,,,178284
,,,847928
,,,273651
,,,833652
,,,124141440
,,,7557814
,,,62250
,,,12960201
,,,139440
,,,1487360
4.0,6.0,67.0,172705155
,,,396302922
,,,4777812
,,,121180
,,,8403252
,,,108062265
,,,1355224
,,,42792300
,,,14442
,,,493020
,,,365532
,,,761442
,,,16940964
,,,31205510
4.0,6.0,67.0,22808400
,,,9042020
4.0,6.0,67.0,513313500
,,,43324506
4.0,6.0,67.0,10280214
,,,2219254
,,,45157644
,,,105563220
,,,2325162
,,,73621
,,,761608
,,,64325
,,,613536
,,,482562
,,,907522
,,,1490016
,,,112800320
,,,1201176
,,,807756
,,,456500
,,,670308
,,,26906940
,,,357896
,,,37599
,,,126658
,,,55047675
,,,875650
,,,341987198
,,,49219
4.0,6.0,67.0,1570191510
,,,17596
,,,853157
,,,758205
,,,12865
,,,361548
,,,3230360
,,,96778
,,,50796
,,,59760
,,,2119820
,,,273651
,,,1389420
,,,132635328
,,,4122444
,,,62250
,,,11081911
,,,83664
,,,1699840
,,,179754345
4.0,6.0,67.0,385674108
,,,7350480
,,,181770
,,,6366100
,,,96641050
,,,1042480
4.0,6.0,67.0,40652685
,,,28884
,,,410850
,,,609220
,,,380721
,,,14388216
,,,31205510
,,,26229660
,,,9563675
,,,362741540
,,,35028324
4.0,6.0,67.0,12483117
,,,2601884
4.0,6.0,67.0,43007280
4.0,6.0,67.0,91297920
,,,2491245
,,,73621
,,,1142412
,,,192975
,,,818048
,,,643416
,,,777876
,,,1402368
,,,106978368
,,,1000980
,,,605817
,,,581000
,,,949603
4.0,6.0,67.0,27803838
,,,204512
,,,217128
,,,59015075
,,,525390
,,,313248778
,,,98438
,,,171810
4.0,6.0,67.0,1546805679
,,,87980
,,,449030
,,,1364769
,,,25730
,,,230076
,,,2099734
,,,96778
,,,203184
,,,89142
,,,2988
,,,1059910
,,,273651
,,,1389420
,,,165957504
,,,4465981
,,,31125
,,,10706253
,,,83664
,,,1274880
,,,211475700
4.0,5.0,67.0,428189364
,,,6247908
,,,90885
,,,8657896
,,,130026140
,,,938232
,,,31238379
,,,821700
,,,974752
,,,634535
4.0,5.0,67.0,20189916
,,,29061620
,,,26514765
,,,7998710
,,,432894385
,,,42402708
,,,11504049
,,,2678410
4.0,5.0,67.0,47308008
,,,110793830
,,,4484241
,,,294484
,,,1237613
,,,514600
,,,920304
,,,723843
,,,972345
,,,964128
,,,106978368
,,,1101078
,,,403878
,,,664000
,,,726167
4.0,5.0,67.0,32736777
,,,51128
,,,150396
,,,126658
,,,58519150
,,,963215
,,,262956543
,,,196876
,,,57270
,,,1606940673
,,,35192
,,,718448
,,,1061487
,,,90055
,,,131472
,,,1938216
,,,48389
,,,152388
,,,29880
,,,356568
,,,1483874
,,,91217
,,,277884
,,,144396096
,,,5153055
,,,93375
,,,11833227
,,,55776
,,,1806080
,,,158606775
4.0,5.0,67.0,397821324
,,,6064146
,,,4583592
,,,103669490
,,,1146728
,,,32094225
,,,1232550
,,,487376
,,,253814
,,,17637168
4.0,5.0,67.0,31681930
,,,21097770
4.0,5.0,67.0,8868135
4.0,5.0,67.0,450004835
,,,33184728
,,,11014515
,,,2831462
,,,41932098
,,,86067310
,,,2823411
,,,73621
,,,1142412
,,,643250
,,,920304
,,,884697
,,,648230
,,,657360
4.0,5.0,67.0,112072576
,,,700686
,,,403878
,,,207500
,,,391013
4.0,5.0,67.0,30046083
,,,102256
,,,37599
,,,90470
4.0,5.0,67.0,52568050
,,,700520
,,,291694963
,,,98438
,,,114540
4.0,5.0,67.0,1550146512
,,,35192
,,,583739
,,,1213128
,,,12865
,,,98604
,,,1615180
,,,145167
,,,101592
,,,445710
,,,2988
,,,1483874
,,,547302
,,,1389420
4.0,5.0,67.0,133942080
,,,8244888
,,,10706253
,,,223104
,,,1381120
,,,185628670
,,,370490088
,,,6247908
,,,30295
4.0,5.0,67.0,7130032
,,,114212150
,,,1042480
4.0,5.0,67.0,39796839
,,,739530
,,,121844
,,,761442
,,,13692012
4.0,5.0,67.0,27155940
,,,20242455
,,,10954755
4.0,5.0,67.0,391829305
,,,35950122
,,,14930787
,,,1913150
,,,53221509
,,,84165270
,,,4152075
,,,220863
,,,761608
,,,128650
,,,204512
,,,643416
,,,583407
,,,438240
4.0,5.0,67.0,104795136
,,,900882
,,,538504
,,,498000
,,,782026
,,,27355389
,,,37599
,,,90470
,,,50584350
,,,1138345
,,,250024254
,,,246095
,,,171810
,,,1279539039
,,,853157
,,,909846
,,,12865
,,,262944
,,,1453662
,,,145167
,,,50796
,,,89640
,,,178284
,,,11952
,,,73704
,,,1483874
,,,91217
,,,555768
,,,120221184
,,,6183666
,,,62250
,,,11081911
,,,223104
,,,956160
4.0,5.0,67.0,144508395
,,,361379676
,,,7901766
,,,121180
,,,6620744
,,,98398160
,,,1146728
,,,28242918
,,,164340
,,,487376
,,,1015256
4.0,5.0,67.0,14620284
,,,29776250
,,,21097770
,,,9389790
4.0,5.0,67.0,470537375
,,,41941809
,,,13706952
,,,2219254
,,,53221509
,,,84640780
,,,3155577
,,,515347
,,,476005
,,,1022560
,,,804270
,,,648230
,,,920304
4.0,5.0,67.0,109889344
,,,1101078
,,,403878
,,,415000
,,,782026
,,,25561593
,,,255640
,,,54282
,,,50088425
,,,1225910
,,,245713491
,,,639847
,,,57270
,,,1506715683
,,,269418
,,,909846
,,,12865
,,,131472
,,,2907324
,,,338723
,,,253980
,,,29880
,,,2988
,,,73704
,,,1059910
,,,91217
,,,972594
,,,126101568
,,,6183666
,,,31125
4.0,5.0,85.0,11833227
,,,83664
,,,849920
,,,138634070
,,,323419626
,,,7350480
,,,121180
,,,5092880
,,,103669490
,,,938232
,,,31238379
,,,986040
,,,243688
,,,634535
,,,13692012
,,,22391740
,,,15965880
,,,11302525
,,,432894385
,,,33184728
,,,8811612
,,,2754936
,,,51071145
,,,81312210
,,,3985992
,,,147242
,,,761608
,,,1022560
,,,482562
,,,259292
,,,788832
,,,97517696
,,,1101078
,,,605817
,,,332000
,,,446872
,,,22422450
,,,102256
,,,37599
,,,126658
,,,52568050
,,,1225910
,,,252898096
,,,639847
,,,57270
4.0,5.0,85.0,1322969868
,,,87980
,,,583739
,,,606564
,,,197208
,,,1292144
,,,338723
,,,152388
,,,29880
,,,178284
,,,1483874
,,,555768
4.0,5.0,85.0,126754944
,,,3091833
,,,124500
,,,10518424
,,,27888
,,,1168640
,,,123360825
,,,426670962
,,,7718004
,,,90885
,,,7893964
,,,76434285
,,,1250976
,,,26531226
,,,657360
,,,243688
,,,761442
,,,12531672
,,,23582790
,,,18531825
,,,7303170
,,,444871700
,,,35950122
,,,10524981
,,,2142728
4.0,5.0,85.0,46232826
4.0,5.0,85.0,85116290
,,,2823411
,,,220863
,,,2189623
,,,128650
,,,1533840
,,,241281
,,,324115
,,,525888
,,,103339648
,,,500490
,,,673130
,,,373500
,,,391013
,,,23767797
,,,51128
,,,75198
,,,54282
4.0,5.0,85.0,46616950
,,,700520
4.0,5.0,85.0,273014990
,,,246095
,,,57270
4.0,5.0,85.0,1423194858
,,,35192
,,,493933
,,,909846
,,,38595
,,,427284
,,,1615180
,,,145167
,,,50796
,,,29880
,,,178284
,,,5976
,,,1695856
,,,277884
4.0,5.0,85.0,102580032
,,,8244888
,,,31125
,,,9203621
,,,55776
,,,849920
,,,138634070
4.0,5.0,85.0,408450138
,,,7534242
,,,30295
,,,4074304
4.0,5.0,85.0,96641050
,,,1355224
,,,21824073
,,,493020
,,,974752
,,,888349
,,,11835468
,,,20247850
,,,14825460
,,,7650940
,,,441449610
4.0,5.0,85.0,34567425
4.0,5.0,85.0,10524981
,,,2601884
,,,48920781
4.0,5.0,85.0,87969350
,,,2325162
,,,73621
,,,1047211
,,,257300
,,,511280
,,,884697
,,,453761
,,,745008
,,,95334464
,,,700686
,,,269252
,,,332000
,,,391013
,,,26906940
,,,51128
,,,37599
,,,36188
,,,42153625
,,,1050780
,,,264393464
,,,98438
,,,57270
,,,1336333200
,,,17596
,,,853157
,,,606564
,,,25730
,,,131472
,,,1453662
,,,241945
,,,203184
,,,29880
,,,178284
,,,1907838
,,,364868
,,,694710
,,,127408320
,,,7557814
,,,93375
4.0,5.0,85.0,10142766
,,,167328
,,,1274880
,,,121011095
,,,365934882
,,,4410288
,,,121180
,,,4838236
,,,86098390
,,,1355224
,,,34661763
,,,328680
,,,609220
,,,761442
,,,14388216
,,,20009640
,,,21953085
,,,10085330
4.0,5.0,85.0,426050205
,,,33184728
,,,8077311
,,,2219254
4.0,5.0,85.0,41932098
,,,77983640
,,,1494747
,,,220863
,,,952010
,,,192975
,,,715792
,,,402135
,,,453761
,,,438240
,,,75685376
,,,900882
,,,942382
,,,332000
,,,446872
4.0,5.0,85.0,20180205
,,,51128
,,,36188
,,,51576200
,,,175130
,,,216975071
,,,98438
,,,1216063212
,,,269418
,,,1061487
,,,38595
,,,131472
,,,2261252
,,,96778
,,,203184
,,,89640
,,,356568
,,,1907838
,,,456085
,,,1111536
,,,128715072
,,,9275499
,,,10330595
,,,139440
,,,1381120
,,,123360825
,,,414523746
,,,5880384
,,,121180
,,,6366100
,,,104548045
,,,2084960
,,,26531226
,,,739530
,,,487376
,,,126907
,,,11603400
,,,15483650
,,,12544620
,,,9911445
4.0,5.0,85.0,410650800
,,,35028324
,,,9056379
,,,1760098
,,,38706552
,,,81787720
,,,4152075
,,,220863
,,,856809
,,,192975
,,,818048
,,,241281
,,,648230
,,,701184
,,,85146048
,,,500490
4.0,5.0,85.0,875069
,,,373500
,,,502731
,,,21525552
,,,102256
,,,126658
,,,39178075
,,,875650
4.0,5.0,85.0,219848913
,,,196876
,,,57270
4.0,5.0,85.0,1520079015
,,,359224
,,,151641
,,,25730
,,,164340
,,,646072
,,,387112
,,,203184
,,,29880
,,,356568
,,,2988
,,,635946
,,,138942
4.0,5.0,85.0,123488064
,,,3435370
,,,31125
,,,11833227
,,,55776
,,,1168640
4.0,5.0,85.0,125710555
4.0,5.0,85.0,409968540
,,,5696622
,,,121180
,,,7130032
,,,91369720
,,,938232
,,,27814995
,,,575190
,,,852908
,,,888349
,,,13459944
,,,15721860
,,,17391405
4.0,5.0,85.0,9737560
4.0,5.0,85.0,391829305
,,,30419334
,,,6853476
,,,1530520
,,,44620053
,,,86067310
,,,1992996
,,,294484
,,,1237613
,,,64325
,,,613536
,,,241281
,,,713053
,,,832656
,,,77868608
,,,800784
,,,2692520
,,,166000
4.0,5.0,85.0,670308
,,,27803838
,,,37599
,,,90470
,,,39178075
,,,875650
,,,228470439
,,,147657
,,,1563509844
,,,449030
,,,758205
,,,64325
,,,98604
,,,1292144
,,,96778
,,,152388
,,,29880
,,,178284
,,,1271892
,,,182434
4.0,5.0,85.0,1111536
,,,118261056
,,,5840129
,,,9015792
,,,1062400
,,,118661365
,,,387192510
,,,4042764
,,,30295
,,,6111456
,,,83462725
,,,1667968
,,,29098764
,,,657360
,,,1218440
,,,1015256
,,,15316488
,,,19295010
,,,21953085
,,,6085975
,,,453426925
,,,29497536
,,,11259282
,,,1760098
,,,42469689
,,,91773430
,,,2657328
,,,368105
,,,1237613
,,,128650
,,,1738352
,,,482562
,,,777876
,,,701184
,,,98245440
,,,1201176
,,,605817
,,,456500
,,,391013
,,,25113144
,,,153384
,,,37599
,,,38682150
,,,612955
,,,237091965
,,,98438
,,,229080
,,,1703824830
,,,628642
,,,454923
,,,65736
,,,1938216
,,,241945
,,,101592
,,,59760
,,,5976
,,,1483874
,,,91217
,,,277884
4.0,5.0,106.0,140475840
,,,6183666
,,,62250
,,,11457569
,,,83664
,,,424960
,,,144508395
,,,384155706
,,,4594050
,,,60590
,,,6111456
4.0,5.0,106.0,94005385
,,,1146728
,,,28670841
,,,657360
,,,487376
,,,253814
,,,11139264
,,,17151120
,,,18531825
,,,4868780
4.0,5.0,106.0,434605430
,,,34567425
,,,7098243
,,,1836624
,,,45157644
,,,100808120
,,,3321660
,,,147242
,,,952010
,,,257300
,,,409024
,,,402135
,,,453761
,,,438240
,,,92423488
,,,700686
,,,740443
,,,332000
,,,279295
,,,27803838
,,,102256
,,,37599
,,,36188
,,,49592500
,,,788085
,,,293131884
,,,49219
,,,171810
,,,1690461498
,,,493933
,,,606564
,,,64325
,,,131472
,,,1292144
,,,145167
,,,50796
,,,267426
,,,2988
,,,847928
,,,547302
,,,972594
,,,129368448
,,,6183666
,,,15026320
,,,55776
,,,849920
,,,172705155
,,,349232460
,,,6247908
,,,60590
,,,7130032
,,,119483480
,,,938232
,,,26103303
,,,1232550
,,,365532
,,,1015256
,,,15548556
,,,21200690
,,,19387140
,,,7650940
,,,460271105
,,,30419334
,,,10035447
,,,1683572
,,,52683918
,,,95102000
,,,996498
,,,368105
,,,952010
,,,64325
,,,613536
,,,723843
,,,259292
,,,482064
,,,105522880
,,,500490
,,,605817
,,,290500
,,,335154
,,,25113144
,,,460152
,,,54282
,,,43145475
,,,350260
,,,285947279
,,,98438
,,,229080
,,,1834117317
,,,359224
,,,758205
,,,98604
,,,1292144
,,,48389
,,,101592
,,,59760
,,,89142
,,,17928
,,,73704
,,,423964
,,,456085
,,,1528362
,,,122181312
,,,5840129
,,,62250
,,,11833227
,,,849920
,,,136284340
,,,397821324
,,,5696622
,,,212065
,,,6366100
,,,121240590
,,,1459472
4.0,4.0,106.0,26531226
,,,328680
,,,974752
,,,253814
,,,12995808
,,,21438900
,,,20812665
,,,6259860
4.0,4.0,106.0,470537375
,,,36871920
,,,6363942
,,,1607046
,,,30642687
4.0,4.0,106.0,118877500
,,,1826913
,,,883452
,,,1332814
,,,257300
,,,818048
,,,562989
,,,713053
,,,438240
,,,87329280
,,,1201176
,,,942382
,,,332000
,,,223436
,,,19283307
,,,306768
,,,108564
,,,35210675
,,,87565
4.0,4.0,106.0,287384200
,,,98438
,,,286350
4.0,4.0,106.0,1890911478
,,,359224
,,,758205
,,,38595
,,,131472
,,,807590
,,,145167
,,,267426
,,,14940
,,,73704
,,,847928
,,,364868
,,,1111536
,,,130021824
,,,5496592
,,,31125
,,,12584543
,,,27888
,,,1062400
,,,125710555
,,,400858128
,,,5696622
,,,212065
,,,7130032
2.0,4.0,106.0,88734055
,,,1250976
2.0,4.0,106.0,26531226
,,,493020
,,,487376
,,,761442
,,,11603400
,,,19533220
,,,13970145
,,,8346480
,,,463693195
,,,32723829
,,,8566845
,,,1377468
,,,48920781
2.0,4.0,106.0,94150980
,,,2325162
,,,294484
,,,1142412
,,,257300
,,,920304
,,,562989
,,,453761
,,,350592
,,,80051840
,,,400392
,,,1009695
,,,207500
,,,391013
,,,17937960
,,,75198
,,,54282
2.0,4.0,106.0,51576200
,,,875650
,,,262956543
,,,49219
,,,57270
2.0,4.0,106.0,2031226464
,,,35192
,,,449030
,,,1213128
,,,427284
,,,646072
,,,48389
,,,101592
,,,89142
,,,2988
,,,847928
,,,91217
,,,1111536
2.0,4.0,106.0,125448192
,,,5496592
,,,31125
,,,14650662
,,,27888
,,,212480
,,,150382720
2.0,4.0,106.0,449446992
,,,8636814
,,,181770
,,,6366100
,,,99276715
,,,1250976
,,,32094225
,,,821700
,,,365532
,,,126907
,,,13227876
,,,14769020
,,,17961615
,,,7650940
2.0,4.0,106.0,461982150
,,,28114839
,,,7098243
,,,1224416
,,,44620053
2.0,4.0,106.0,99381590
,,,4318158
,,,441726
,,,476005
,,,450275
,,,613536
,,,562989
,,,648230
,,,745008
,,,105522880
,,,1101078
,,,1682825
,,,415000
,,,167577
,,,23319348
,,,255640
,,,37599
,,,36188
,,,45625100
,,,262695
,,,298879568
,,,98438
,,,114540
2.0,4.0,106.0,2214972279
,,,17596
,,,493933
,,,1516410
,,,25730
,,,230076
,,,1130626
,,,96778
,,,253980
,,,635946
,,,273651
,,,555768
2.0,4.0,102.0,120221184
,,,4122444
,,,62250
2.0,4.0,102.0,15589807
,,,1381120
,,,140983800
,,,475259826
,,,4961574
,,,121180
,,,7639320
,,,97519605
,,,833984
,,,30382533
,,,1150380
,,,365532
,,,507628
,,,10675128
,,,15721860
,,,15680775
,,,6259860
,,,455137970
2.0,4.0,102.0,35950122
,,,8566845
,,,1224416
,,,53759100
,,,91773430
,,,2159079
,,,220863
,,,571206
,,,257300
,,,613536
,,,562989
,,,324115
,,,394416
2.0,4.0,102.0,93151232
,,,900882
,,,875069
,,,249000
,,,335154
,,,28252287
,,,204512
,,,75198
,,,54282
,,,45129175
,,,350260
,,,229907360
,,,49219
,,,114540
2.0,4.0,102.0,2064634794
,,,404127
,,,758205
,,,32868
2.0,4.0,102.0,2099734
,,,48389
,,,356568
,,,2988
,,,635946
,,,182434
,,,972594
2.0,4.0,102.0,126754944
,,,4122444
,,,31125
,,,15214149
,,,1381120
,,,113961905
,,,367453284
,,,6431670
,,,30295
,,,4583592
,,,122119145
,,,729736
,,,26959149
,,,575190
,,,243688
,,,253814
,,,12763740
,,,16912910
,,,16821195
,,,6259860
2.0,4.0,102.0,450004835
,,,35489223
,,,6608709
,,,1607046
,,,39244143
,,,97955060
,,,1660830
,,,220863
,,,571206
,,,385950
,,,511280
,,,402135
,,,453761
,,,482064
,,,83690560
,,,1301274
,,,471191
,,,581000
,,,335154
,,,18834858
,,,102256
,,,18094
,,,34714750
,,,437825
,,,250024254
2.0,4.0,102.0,2271766440
,,,134709
,,,1213128
,,,38595
,,,65736
,,,1453662
,,,290334
,,,101592
,,,356568
,,,1695856
,,,91217
,,,1111536
2.0,3.0,102.0,137208960
,,,5496592
,,,31125
,,,11457569
,,,83664
,,,956160
2.0,3.0,102.0,121011095
,,,400858128
,,,5880384
,,,30295
,,,5347524
2.0,3.0,102.0,132661805
,,,1459472
,,,31238379
,,,739530
,,,609220
,,,507628
,,,13227876
,,,22153530
2.0,3.0,102.0,19957350
2.0,3.0,102.0,7824825
,,,535557085
,,,33184728
,,,6363942
,,,1607046
,,,41932098
,,,122681580
,,,2823411
,,,73621
,,,1237613
,,,321625
,,,511280
,,,160854
,,,259292
,,,613536
2.0,3.0,102.0,93878976
,,,1000980
,,,538504
,,,622500
,,,279295
,,,23767797
,,,102256
,,,54282
,,,42649550
,,,700520
2.0,3.0,102.0,255771938
,,,196876
,,,57270
,,,2194927281
,,,17596
,,,269418
,,,1668051
,,,38595
,,,230076
,,,807590
,,,96778
,,,50796
,,,89640
,,,356568
,,,847928
,,,182434
,,,694710
,,,105193536
,,,3435370
,,,31125
,,,12960201
,,,55776
,,,1487360
,,,138634070
2.0,3.0,102.0,450965394
,,,5145336
,,,60590
,,,5347524
,,,122119145
,,,1459472
,,,24819534
,,,493020
,,,121844
,,,888349
,,,11139264
,,,23106370
,,,14825460
,,,8694250
,,,456849015
,,,40098213
,,,9056379
,,,1300942
,,,34943415
2.0,3.0,102.0,106514240
,,,1992996
,,,515347
,,,761608
,,,578925
,,,1124816
,,,321708
,,,64823
,,,438240
,,,82235072
,,,600588
,,,605817
,,,622500
,,,223436
,,,22870899
,,,153384
,,,72376
,,,41657700
,,,350260
,,,222722755
,,,49219
2.0,3.0,102.0,1961068971
,,,35192
,,,179612
,,,1213128
,,,77190
,,,65736
,,,1130626
,,,96778
,,,101592
,,,534852
,,,635946
,,,91217
,,,416826
2.0,3.0,102.0,108460416
,,,6183666
,,,12208885
,,,956160
,,,122185960
,,,441854982
,,,5329098
,,,2801084
,,,112455040
,,,625488
,,,16261074
,,,328680
,,,365532
,,,253814
,,,15084420
,,,17627540
,,,15965880
,,,7824825
2.0,3.0,102.0,506469320
,,,26271243
,,,7343010
,,,1377468
,,,37631370
2.0,3.0,102.0,100808120
,,,1826913
,,,220863
,,,571206
,,,450275
,,,409024
,,,321708
,,,453761
,,,394416
,,,88784768
,,,800784
,,,538504
,,,456500
,,,55859
,,,32736777
,,,153384
,,,37599
,,,18094
2.0,3.0,102.0,42153625
,,,525390
,,,204042782
,,,57270
2.0,3.0,102.0,1964409804
,,,359224
,,,1364769
,,,12865
,,,32868
,,,646072
,,,203184
,,,5976
,,,1907838
,,,182434
,,,833652
,,,107807040
,,,5496592
,,,124500
,,,11457569
,,,27888
,,,1381120
,,,117486500
,,,353787666
,,,5880384
,,,121180
,,,3819660
,,,111576485
,,,1042480
,,,19256535
,,,575190
,,,121844
,,,380721
,,,16940964
,,,20009640
,,,16821195
,,,9737560
,,,403806620
,,,33184728
,,,4650573
,,,1300942
,,,41394507
,,,107465260
,,,1992996
,,,571206
,,,64325
,,,613536
,,,241281
,,,129646
,,,482064
,,,82962816
,,,600588
,,,269252
,,,332000
,,,55859
,,,24664695
,,,102256
,,,75198
2.0,3.0,102.0,42649550
,,,262695
,,,245713491
,,,49219
2.0,3.0,102.0,2335242267
,,,134709
,,,606564
,,,25730
,,,98604
,,,969108
,,,152388
,,,89142
,,,2331802
,,,182434
,,,416826
,,,111073920
,,,2404759
,,,31125
,,,11457569
,,,55776
,,,318720
,,,124535690
,,,353787666
,,,6064146
,,,30295
,,,3819660
,,,104548045
,,,416992
,,,15833151
,,,739530
,,,731064
,,,507628
,,,6729972
,,,15721860
2.0,3.0,96.0,13970145
,,,5390435
,,,349053180
,,,28575738
,,,5629641
,,,918312
,,,33330642
,,,76557110
,,,1494747
,,,571206
,,,128650
,,,715792
,,,321708
,,,713053
,,,394416
,,,66224704
,,,900882
,,,403878
,,,415000
,,,223436
,,,17041062
,,,51128
,,,41161775
,,,525390
,,,186799730
,,,98438
,,,114540
2.0,3.0,96.0,2204949780
,,,17596
,,,134709
,,,303282
,,,12865
,,,32868
,,,1453662
,,,48389
,,,101592
,,,2988
,,,1059910
,,,416826
,,,98659776
,,,3091833
,,,11081911
,,,27888
,,,1168640
,,,97513795
2.0,3.0,96.0,334048440
,,,4226526
,,,30295
,,,1527864
,,,103669490
,,,938232
,,,20112381
,,,739530
,,,243688
,,,507628
,,,9978924
,,,16436490
,,,11404200
,,,5738205
,,,362741540
,,,23044950
,,,4161039
,,,2372306
,,,34405824
,,,73704050
,,,2491245
,,,368105
,,,1142412
,,,64325
,,,715792
,,,160854
,,,259292
,,,219120
2.0,3.0,96.0,64041472
,,,500490
,,,740443
,,,373500
,,,55859
,,,18834858
,,,102256
,,,18094
,,,35210675
,,,350260
,,,191110493
,,,1857503148
,,,35192
,,,89806
,,,606564
,,,38595
,,,32868
,,,484554
,,,96778
,,,59760
,,,89142
,,,1271892
,,,694710
,,,101273280
,,,5840129
,,,31125
,,,7325331
,,,27888
,,,531200
,,,105737850
,,,327974832
,,,4594050
,,,90885
,,,4074304
3.0,3.0,96.0,103669490
,,,938232
,,,19684458
,,,243688
,,,380721
,,,8586516
,,,14530810
,,,13114830
,,,6955400
,,,366163630
,,,23505849
,,,4895340
,,,2295780
,,,34405824
,,,71802010
,,,2823411
,,,147242
,,,856809
,,,64325
,,,511280
,,,160854
,,,324115
,,,219120
,,,53125312
,,,700686
,,,605817
,,,290500
,,,670308
,,,20628654
,,,460152
,,,36188
,,,43145475
,,,437825
,,,169556678
,,,49219
3.0,3.0,96.0,1910956476
,,,269418
,,,758205
,,,51460
,,,98604
,,,484554
,,,48389
3.0,3.0,96.0,253980
,,,89142
,,,847928
,,,277884
3.0,3.0,96.0,94739520
,,,3091833
3.0,3.0,96.0,6761844
,,,743680
,,,106912715
,,,277867566
,,,4410288
,,,2291796
3.0,3.0,96.0,76434285
,,,312744
,,,11981844
,,,410850
,,,121844
,,,888349
,,,7890312
,,,13577970
,,,15110565
,,,5738205
,,,311410190
,,,25349445
,,,3181971
,,,2295780
,,,25266777
,,,63242830
,,,2159079
,,,220863
,,,190402
,,,128650
,,,409024
,,,321708
,,,842699
,,,219120
,,,56764032
,,,700686
,,,673130
,,,415000
,,,223436
,,,20628654
,,,51128
,,,54282
,,,39674000
,,,175130
,,,206916624
,,,98438
,,,114540
,,,1463284854
,,,17596
,,,359224
,,,1364769
,,,12865
,,,323036
,,,267426
,,,211982
,,,91217
,,,277884
,,,89512512
,,,3435370
,,,31125
,,,4507896
,,,83664
,,,318720
,,,84590280
,,,215613084
,,,4777812
,,,30295
,,,2291796
3.0,3.0,96.0,88734055
,,,833984
,,,14121459
,,,328680
,,,365532
,,,888349
,,,6729972
,,,13577970
3.0,3.0,96.0,12544620
,,,5390435
,,,282322425
,,,16592364
,,,6363942
,,,1300942
,,,22578822
,,,57061200
,,,1494747
,,,476005
,,,511280
,,,80427
,,,518584
,,,175296
,,,58219520
,,,500490
3.0,3.0,96.0,942382
,,,207500
,,,167577
,,,17489511
,,,102256
,,,23308475
,,,525390
,,,149439784
,,,98438
